order_id,customer_id,order_date,order_month,channel,device,region,total_revenue,status,is_premium_customer
ORD002065,UC01147,2023-05-09,2023-05,Affiliate,Mobile,Baden-Württemberg,1152.54,geliefert,nein
ORD002066,UC01147,2023-04-19,2023-04,E-Mail,Mobile,Baden-Württemberg,282.62,geliefert,nein
ORD002067,UC01148,2024-09-09,2024-09,Social Media,Desktop,NRW,147.87,geliefert,nein
ORD002068,UC01148,2023-06-11,2023-06,SEA,Desktop,NRW,451.0,retourniert,nein
ORD002069,UC01148,2023-01-05,2023-01,SEA,Mobile,NRW,762.49,geliefert,nein
ORD002070,UC01149,2023-09-17,2023-09,Social Media,Mobile,Berlin,526.26,retourniert,nein
ORD002071,UC01149,2023-09-19,2023-09,SEA,Mobile,Berlin,965.96,geliefert,nein
ORD002072,UC01150,2024-02-05,2024-02,Organic,Mobile,Bayern,394.26,geliefert,nein
ORD002073,UC01150,2024-03-26,2024-03,Direct,Mobile,Bayern,160.02,geliefert,nein
ORD002074,UC01150,2023-06-16,2023-06,Social Media,Mobile,Bayern,301.1,retourniert,nein
ORD002075,UC01150,2023-07-29,2023-07,E-Mail,Mobile,Bayern,564.34,geliefert,nein
ORD002076,UC01151,2023-09-05,2023-09,Organic,Desktop,Brandenburg,132.63,retourniert,nein
ORD002077,UC01153,2024-11-27,2024-11,Social Media,Mobile,Bayern,92.21,geliefert,nein
ORD002078,UC01153,2023-11-26,2023-11,Social Media,Mobile,Bayern,487.47,geliefert,nein
ORD002079,UC01154,2024-02-22,2024-02,E-Mail,Desktop,Baden-Württemberg,201.31,retourniert,nein
ORD002080,UC01155,2024-12-02,2024-12,Organic,Mobile,NRW,135.49,geliefert,nein
ORD002081,UC01156,2024-11-03,2024-11,E-Mail,Desktop,Hessen,557.14,geliefert,nein
ORD002082,UC01157,2023-10-04,2023-10,SEA,Desktop,Bayern,751.3,retourniert,nein
ORD002083,UC01157,2023-08-15,2023-08,Direct,Mobile,Bayern,268.11,geliefert,nein
ORD002084,UC01157,2023-05-22,2023-05,Social Media,Desktop,Bayern,365.43,geliefert,nein
ORD002085,UC01158,2023-03-10,2023-03,Social Media,Mobile,Bayern,42.95,geliefert,nein
ORD002086,UC01159,2023-12-27,2023-12,Direct,Tablet,Hamburg,149.02,geliefert,nein
ORD002087,UC01159,2023-10-09,2023-10,Social Media,Tablet,Hamburg,41.91,geliefert,nein
ORD002088,UC01159,2024-10-28,2024-10,Social Media,Tablet,Hamburg,342.87,retourniert,nein
ORD002089,UC01160,2024-04-18,2024-04,SEA,Desktop,NRW,472.34,geliefert,nein
ORD002090,UC01160,2024-05-05,2024-05,Organic,Mobile,NRW,28.7,retourniert,nein
ORD002091,UC01161,2023-01-07,2023-01,Social Media,Mobile,Berlin,530.76,geliefert,nein
ORD002092,UC01161,2024-03-10,2024-03,Organic,Desktop,Berlin,41.55,geliefert,nein
ORD002093,UC01162,2023-05-12,2023-05,SEA,Mobile,NRW,343.92,geliefert,ja
ORD002094,UC01162,2023-03-15,2023-03,E-Mail,Mobile,NRW,155.7,retourniert,ja
ORD002095,UC01163,2024-10-21,2024-10,E-Mail,Mobile,Sachsen,962.23,geliefert,nein
ORD002096,UC01163,2023-06-19,2023-06,SEA,Desktop,Sachsen,1310.48,geliefert,nein
ORD002097,UC01163,2024-01-28,2024-01,SEA,Desktop,Sachsen,87.47,geliefert,nein
ORD002098,UC01164,2024-12-22,2024-12,SEA,Mobile,Niedersachsen,604.57,retourniert,nein
ORD002099,UC01165,2023-08-14,2023-08,Social Media,Desktop,Niedersachsen,109.83,geliefert,nein
ORD002100,UC01166,2023-07-14,2023-07,E-Mail,Desktop,Hessen,656.91,geliefert,nein
ORD002101,UC01166,2023-07-21,2023-07,Social Media,Desktop,Hessen,622.23,geliefert,nein
ORD002102,UC01166,2024-04-21,2024-04,SEA,Desktop,Hessen,65.44,geliefert,nein
ORD002103,UC01167,2024-02-09,2024-02,SEA,Desktop,Baden-Württemberg,1133.59,geliefert,ja
ORD002104,UC01168,2023-06-20,2023-06,Organic,Mobile,Bayern,227.63,geliefert,nein
ORD002105,UC01169,2024-08-15,2024-08,Organic,Mobile,Hamburg,83.6,geliefert,nein
ORD002106,UC01170,2024-06-01,2024-06,E-Mail,Mobile,Baden-Württemberg,313.29,retourniert,nein
ORD002107,UC01171,2023-12-26,2023-12,Organic,Mobile,Bayern,858.93,geliefert,nein
ORD002108,UC01172,2024-09-25,2024-09,Direct,Tablet,Bayern,395.86,geliefert,nein
ORD002109,UC01173,2023-04-23,2023-04,Social Media,Tablet,Hamburg,323.3,geliefert,nein
ORD002110,UC01175,2023-11-25,2023-11,E-Mail,Desktop,NRW,53.84,retourniert,nein
ORD002111,UC01176,2024-04-22,2024-04,Social Media,Desktop,Bayern,56.19,geliefert,nein
ORD002112,UC01177,2024-03-07,2024-03,SEA,Mobile,Baden-Württemberg,138.24,geliefert,ja
ORD002113,UC01178,2024-06-10,2024-06,Affiliate,Desktop,Hamburg,254.99,geliefert,nein
ORD002114,UC01178,2024-12-17,2024-12,Organic,Mobile,Hamburg,89.46,retourniert,nein
ORD002115,UC01179,2024-07-22,2024-07,Social Media,Desktop,NRW,184.53,retourniert,nein
ORD002116,UC01180,2024-12-28,2024-12,SEA,Desktop,Baden-Württemberg,587.86,retourniert,nein
ORD002117,UC01181,2024-07-15,2024-07,SEA,Mobile,Hamburg,542.98,geliefert,nein
ORD002118,UC01181,2024-03-29,2024-03,Organic,Mobile,Hamburg,86.49,geliefert,nein
ORD002119,UC01181,2023-10-07,2023-10,SEA,Mobile,Hamburg,113.64,retourniert,nein
ORD002120,UC01181,2024-03-14,2024-03,Direct,Mobile,Hamburg,225.67,geliefert,nein
ORD002121,UC01182,2023-02-01,2023-02,SEA,Mobile,NRW,542.6,geliefert,nein
ORD002122,UC01183,2024-09-14,2024-09,Social Media,Desktop,Bayern,282.41,retourniert,nein
ORD002123,UC01183,2024-02-10,2024-02,Social Media,Desktop,Bayern,87.4,geliefert,nein
ORD002124,UC01184,2023-12-12,2023-12,SEA,Mobile,NRW,517.35,geliefert,ja
ORD002125,UC01184,2024-09-03,2024-09,SEA,Mobile,NRW,601.67,geliefert,ja
ORD002126,UC01184,2023-03-06,2023-03,Social Media,Mobile,NRW,404.7,geliefert,ja
ORD002127,UC01185,2024-09-11,2024-09,SEA,Tablet,NRW,857.04,geliefert,nein
ORD002128,UC01185,2023-06-26,2023-06,E-Mail,Tablet,NRW,311.61,storniert,nein
ORD002129,UC01186,2024-03-21,2024-03,Social Media,Mobile,Hessen,368.36,retourniert,nein
ORD002130,UC01187,2024-11-25,2024-11,SEA,Tablet,NRW,298.67,geliefert,ja
ORD002131,UC01187,2024-07-02,2024-07,Social Media,Tablet,NRW,374.0,retourniert,ja
ORD002132,UC01188,2023-02-23,2023-02,E-Mail,Mobile,Bayern,112.07,geliefert,ja
ORD002133,UC01188,2023-07-04,2023-07,SEA,Mobile,Bayern,55.76,geliefert,ja
ORD002134,UC01188,2024-05-11,2024-05,Social Media,Mobile,Bayern,189.49,geliefert,ja
ORD002135,UC01188,2023-09-08,2023-09,Organic,Desktop,Bayern,145.81,geliefert,ja
ORD002136,UC01188,2023-03-20,2023-03,Affiliate,Mobile,Bayern,585.22,geliefert,ja
ORD002137,UC01189,2024-06-27,2024-06,Affiliate,Mobile,NRW,546.13,geliefert,nein
ORD002138,UC01190,2023-01-25,2023-01,SEA,Mobile,Baden-Württemberg,165.66,retourniert,nein
ORD002139,UC01190,2023-03-22,2023-03,SEA,Mobile,Baden-Württemberg,186.36,geliefert,nein
ORD002140,UC01190,2023-02-17,2023-02,Social Media,Mobile,Baden-Württemberg,135.74,geliefert,nein
ORD002141,UC01191,2024-11-09,2024-11,SEA,Mobile,Sachsen,507.78,geliefert,nein
ORD002142,UC01191,2024-10-10,2024-10,Direct,Mobile,Sachsen,200.99,geliefert,nein
ORD002143,UC01193,2024-06-15,2024-06,SEA,Mobile,Berlin,178.13,geliefert,nein
ORD002144,UC01194,2023-01-30,2023-01,Affiliate,Mobile,Baden-Württemberg,389.17,retourniert,nein
ORD002145,UC01194,2023-06-10,2023-06,SEA,Mobile,Baden-Württemberg,153.3,retourniert,nein
ORD002146,UC01194,2023-12-20,2023-12,Direct,Mobile,Baden-Württemberg,344.49,geliefert,nein
ORD002147,UC01195,2023-09-27,2023-09,E-Mail,Mobile,Bayern,160.76,retourniert,ja
ORD002148,UC01195,2023-04-02,2023-04,Social Media,Mobile,Bayern,32.59,geliefert,ja
ORD002149,UC01196,2023-11-30,2023-11,SEA,Mobile,Hamburg,220.96,geliefert,nein
ORD002150,UC01197,2024-04-09,2024-04,E-Mail,Desktop,Bayern,554.11,geliefert,nein
ORD002151,UC01197,2024-05-16,2024-05,E-Mail,Desktop,Bayern,645.09,retourniert,nein
ORD002152,UC01197,2023-12-16,2023-12,Social Media,Desktop,Bayern,466.64,geliefert,nein
ORD002153,UC01198,2023-08-21,2023-08,Organic,Mobile,Thüringen,246.52,geliefert,ja
ORD002154,UC01198,2023-10-09,2023-10,Organic,Mobile,Thüringen,112.78,geliefert,ja
ORD002155,UC01198,2024-07-25,2024-07,Social Media,Mobile,Thüringen,114.77,geliefert,ja
ORD002156,UC01199,2024-05-19,2024-05,Social Media,Mobile,Hessen,307.6,retourniert,nein
ORD002157,UC01200,2023-06-05,2023-06,Organic,Mobile,Bayern,202.56,retourniert,ja
ORD002158,UC01201,2023-12-20,2023-12,SEA,Mobile,Bayern,170.09,retourniert,nein
ORD002159,UC01202,2024-11-13,2024-11,Social Media,Mobile,Bayern,613.14,geliefert,nein
ORD002160,UC01203,2024-07-13,2024-07,Affiliate,Mobile,Thüringen,142.88,geliefert,ja
ORD002161,UC01203,2024-09-30,2024-09,SEA,Mobile,Thüringen,264.63,geliefert,ja
ORD002162,UC01203,2023-04-10,2023-04,SEA,Mobile,Thüringen,302.12,geliefert,ja
ORD002163,UC01203,2023-04-10,2023-04,Direct,Mobile,Thüringen,389.17,geliefert,ja
ORD002164,UC01204,2023-11-20,2023-11,Direct,Desktop,Berlin,470.82,geliefert,nein
ORD002165,UC01205,2023-03-09,2023-03,SEA,Desktop,NRW,313.11,geliefert,ja
ORD002166,UC01205,2024-10-23,2024-10,Organic,Desktop,NRW,444.81,geliefert,ja
ORD002167,UC01205,2024-11-01,2024-11,Direct,Mobile,NRW,110.44,geliefert,ja
ORD002168,UC01206,2023-10-22,2023-10,E-Mail,Desktop,NRW,172.36,geliefert,ja
ORD002169,UC01206,2024-02-05,2024-02,Social Media,Desktop,NRW,112.56,geliefert,ja
ORD002170,UC01206,2023-01-03,2023-01,Direct,Mobile,NRW,30.2,geliefert,ja
ORD002171,UC01206,2023-10-29,2023-10,Social Media,Desktop,NRW,1005.6,retourniert,ja
ORD002172,UC01207,2023-05-29,2023-05,Social Media,Mobile,NRW,298.0,retourniert,nein
ORD002173,UC01208,2023-05-06,2023-05,Organic,Mobile,Bayern,581.66,geliefert,nein
ORD002174,UC01209,2023-12-04,2023-12,Direct,Mobile,NRW,204.28,geliefert,nein
ORD002175,UC01210,2024-08-21,2024-08,SEA,Mobile,Berlin,238.89,geliefert,nein
ORD002176,UC01210,2024-10-16,2024-10,E-Mail,Mobile,Berlin,70.48,geliefert,nein
ORD002177,UC01211,2023-08-28,2023-08,Organic,Mobile,Hamburg,355.6,storniert,nein
ORD002178,UC01212,2024-09-16,2024-09,SEA,Desktop,Baden-Württemberg,449.13,geliefert,nein
ORD002179,UC01212,2024-12-03,2024-12,E-Mail,Desktop,Baden-Württemberg,134.79,geliefert,nein
ORD002180,UC01212,2024-05-23,2024-05,SEA,Tablet,Baden-Württemberg,565.12,geliefert,nein
ORD002181,UC01212,2023-09-19,2023-09,E-Mail,Mobile,Baden-Württemberg,223.65,geliefert,nein
ORD002182,UC01213,2024-08-13,2024-08,SEA,Desktop,Thüringen,194.83,geliefert,nein
ORD002183,UC01214,2023-02-02,2023-02,Organic,Desktop,Bayern,101.43,retourniert,nein
ORD002184,UC01215,2024-06-11,2024-06,SEA,Mobile,Baden-Württemberg,380.49,geliefert,ja
ORD002185,UC01216,2023-03-20,2023-03,Organic,Mobile,Baden-Württemberg,187.88,geliefert,nein
ORD002186,UC01217,2023-02-27,2023-02,Social Media,Mobile,Bayern,348.67,retourniert,nein
ORD002187,UC01218,2024-03-06,2024-03,Direct,Desktop,Hamburg,28.58,geliefert,nein
ORD002188,UC01219,2023-08-18,2023-08,Organic,Mobile,NRW,100.91,geliefert,ja
ORD002189,UC01219,2023-04-08,2023-04,SEA,Mobile,NRW,417.21,geliefert,ja
ORD002190,UC01219,2023-07-28,2023-07,Direct,Mobile,NRW,626.54,geliefert,ja
ORD002191,UC01219,2023-06-02,2023-06,Affiliate,Desktop,NRW,132.48,storniert,ja
ORD002192,UC01219,2023-07-19,2023-07,SEA,Mobile,NRW,420.41,geliefert,ja
ORD002193,UC01220,2024-01-07,2024-01,Social Media,Mobile,Baden-Württemberg,614.31,geliefert,nein
ORD002194,UC01221,2024-04-18,2024-04,E-Mail,Tablet,Baden-Württemberg,303.21,geliefert,nein
ORD002195,UC01221,2023-10-07,2023-10,E-Mail,Desktop,Baden-Württemberg,273.88,geliefert,nein
ORD002196,UC01221,2024-03-23,2024-03,E-Mail,Desktop,Baden-Württemberg,389.21,geliefert,nein
ORD002197,UC01221,2024-10-04,2024-10,SEA,Desktop,Baden-Württemberg,76.2,retourniert,nein
ORD002198,UC01222,2024-11-27,2024-11,Social Media,Desktop,Thüringen,87.38,geliefert,nein
ORD002199,UC01223,2024-02-11,2024-02,E-Mail,Mobile,Bayern,848.21,geliefert,nein
ORD002200,UC01224,2024-05-20,2024-05,Organic,Desktop,Sachsen,573.2,geliefert,nein
ORD002201,UC01224,2024-09-18,2024-09,SEA,Desktop,Sachsen,479.94,geliefert,nein
ORD002202,UC01226,2024-05-23,2024-05,Social Media,Desktop,Bayern,386.06,geliefert,nein
ORD002203,UC01226,2024-09-27,2024-09,E-Mail,Desktop,Bayern,562.12,retourniert,nein
ORD002204,UC01227,2024-10-15,2024-10,Social Media,Mobile,Sachsen,695.2,geliefert,nein
ORD002205,UC01227,2023-06-07,2023-06,SEA,Tablet,Sachsen,303.78,retourniert,nein
ORD002206,UC01228,2024-03-12,2024-03,E-Mail,Tablet,NRW,205.43,geliefert,nein
ORD002207,UC01229,2024-06-29,2024-06,SEA,Mobile,Hamburg,187.15,geliefert,nein
ORD002208,UC01229,2024-06-11,2024-06,SEA,Mobile,Hamburg,99.98,geliefert,nein
ORD002209,UC01229,2023-01-19,2023-01,Social Media,Mobile,Hamburg,623.08,retourniert,nein
ORD002210,UC01230,2024-09-04,2024-09,E-Mail,Desktop,Baden-Württemberg,383.07,retourniert,nein
ORD002211,UC01231,2024-10-06,2024-10,Direct,Mobile,Hamburg,280.56,geliefert,nein
ORD002212,UC01231,2023-10-22,2023-10,SEA,Mobile,Hamburg,56.79,geliefert,nein
ORD002213,UC01231,2023-09-15,2023-09,SEA,Mobile,Hamburg,808.11,geliefert,nein
ORD002214,UC01233,2024-10-30,2024-10,Direct,Mobile,Hamburg,687.12,geliefert,nein
ORD002215,UC01233,2023-04-16,2023-04,E-Mail,Tablet,Hamburg,387.3,geliefert,nein
ORD002216,UC01235,2023-07-08,2023-07,SEA,Mobile,Berlin,167.34,geliefert,nein
ORD002217,UC01235,2023-03-02,2023-03,Social Media,Mobile,Berlin,282.62,geliefert,nein
ORD002218,UC01235,2023-04-12,2023-04,SEA,Desktop,Berlin,87.38,retourniert,nein
ORD002219,UC01235,2023-04-24,2023-04,SEA,Desktop,Berlin,862.2,geliefert,nein
ORD002220,UC01236,2023-02-22,2023-02,SEA,Desktop,Hamburg,352.65,retourniert,ja
ORD002221,UC01236,2023-09-02,2023-09,Direct,Desktop,Hamburg,1156.02,geliefert,ja
ORD002222,UC01236,2023-08-16,2023-08,Direct,Desktop,Hamburg,267.01,geliefert,ja
ORD002223,UC01237,2024-09-16,2024-09,E-Mail,Mobile,NRW,146.77,retourniert,nein
ORD002224,UC01239,2024-11-25,2024-11,Organic,Mobile,Berlin,429.66,geliefert,ja
ORD002225,UC01239,2023-12-20,2023-12,Organic,Mobile,Berlin,271.74,retourniert,ja
ORD002226,UC01240,2024-04-02,2024-04,E-Mail,Desktop,Hessen,104.72,geliefert,ja
ORD002227,UC01240,2024-01-16,2024-01,SEA,Mobile,Hessen,533.15,geliefert,ja
ORD002228,UC01240,2023-04-04,2023-04,SEA,Desktop,Hessen,495.57,geliefert,ja
ORD002229,UC01241,2023-08-09,2023-08,Organic,Tablet,NRW,59.83,retourniert,nein
ORD002230,UC01242,2024-06-05,2024-06,SEA,Mobile,Bayern,108.0,geliefert,nein
ORD002231,UC01243,2024-06-20,2024-06,Social Media,Tablet,Berlin,560.82,geliefert,nein
ORD002232,UC01244,2023-03-30,2023-03,SEA,Desktop,Sachsen,190.82,geliefert,nein
ORD002233,UC01245,2024-12-16,2024-12,E-Mail,Mobile,Bayern,332.03,geliefert,nein
ORD002234,UC01246,2023-01-24,2023-01,E-Mail,Mobile,Niedersachsen,360.72,geliefert,nein
ORD002235,UC01246,2024-09-11,2024-09,SEA,Mobile,Niedersachsen,48.66,geliefert,nein
ORD002236,UC01247,2023-11-21,2023-11,Affiliate,Desktop,Sachsen,275.34,geliefert,nein
ORD002237,UC01247,2023-03-14,2023-03,SEA,Desktop,Sachsen,49.34,retourniert,nein
ORD002238,UC01247,2024-08-08,2024-08,Organic,Desktop,Sachsen,230.37,retourniert,nein
ORD002239,UC01248,2023-04-28,2023-04,Affiliate,Mobile,Baden-Württemberg,27.0,geliefert,nein
ORD002240,UC01248,2024-09-13,2024-09,SEA,Mobile,Baden-Württemberg,552.74,retourniert,nein
ORD002241,UC01248,2024-08-27,2024-08,SEA,Mobile,Baden-Württemberg,261.94,retourniert,nein
ORD002242,UC01249,2023-03-02,2023-03,Organic,Desktop,NRW,286.97,geliefert,nein
ORD002243,UC01249,2024-02-09,2024-02,Organic,Desktop,NRW,134.53,retourniert,nein
ORD002244,UC01250,2023-09-04,2023-09,E-Mail,Mobile,Berlin,391.13,geliefert,ja
ORD002245,UC01250,2024-06-20,2024-06,SEA,Mobile,Berlin,244.14,geliefert,ja
ORD002246,UC01250,2024-08-09,2024-08,Organic,Desktop,Berlin,55.71,geliefert,ja
ORD002247,UC01251,2023-09-18,2023-09,SEA,Tablet,Baden-Württemberg,715.56,geliefert,nein
ORD002248,UC01252,2023-04-08,2023-04,SEA,Mobile,NRW,439.03,geliefert,nein
ORD002249,UC01253,2023-08-03,2023-08,Social Media,Desktop,Bayern,1048.02,geliefert,ja
ORD002250,UC01253,2023-06-18,2023-06,Direct,Desktop,Bayern,29.97,retourniert,ja
ORD002251,UC01254,2024-04-06,2024-04,Social Media,Desktop,Hessen,29.09,geliefert,nein
ORD002252,UC01255,2023-02-13,2023-02,E-Mail,Tablet,Thüringen,706.17,geliefert,nein
ORD002253,UC01256,2023-07-19,2023-07,E-Mail,Mobile,Hamburg,220.02,geliefert,nein
ORD002254,UC01257,2023-09-24,2023-09,E-Mail,Mobile,Hessen,668.64,storniert,nein
ORD002255,UC01257,2023-12-02,2023-12,Social Media,Mobile,Hessen,24.67,geliefert,nein
ORD002256,UC01258,2024-03-13,2024-03,Organic,Desktop,NRW,409.98,geliefert,nein
ORD002257,UC01258,2023-06-01,2023-06,Social Media,Desktop,NRW,85.61,geliefert,nein
ORD002258,UC01258,2023-06-24,2023-06,SEA,Desktop,NRW,175.07,geliefert,nein
ORD002259,UC01259,2024-10-02,2024-10,SEA,Desktop,Hessen,656.47,geliefert,ja
ORD002260,UC01259,2024-03-04,2024-03,E-Mail,Desktop,Hessen,201.47,retourniert,ja
ORD002261,UC01260,2024-05-04,2024-05,Organic,Mobile,NRW,572.97,retourniert,nein
ORD002262,UC01261,2024-12-11,2024-12,Affiliate,Desktop,Bayern,302.67,geliefert,ja
ORD002263,UC01261,2024-06-25,2024-06,Organic,Desktop,Bayern,373.44,geliefert,ja
ORD002264,UC01261,2024-11-15,2024-11,Social Media,Mobile,Bayern,837.28,geliefert,ja
ORD002265,UC01261,2023-06-09,2023-06,Social Media,Mobile,Bayern,118.34,retourniert,ja
ORD002266,UC01262,2023-07-31,2023-07,Social Media,Desktop,Niedersachsen,329.02,geliefert,nein
ORD002267,UC01262,2024-03-09,2024-03,Affiliate,Desktop,Niedersachsen,424.11,geliefert,nein
ORD002268,UC01263,2023-03-05,2023-03,E-Mail,Mobile,Thüringen,749.24,geliefert,nein
ORD002269,UC01263,2023-11-07,2023-11,SEA,Mobile,Thüringen,428.7,geliefert,nein
ORD002270,UC01264,2023-11-21,2023-11,Organic,Mobile,Bayern,145.4,geliefert,nein
ORD002271,UC01264,2024-03-03,2024-03,Organic,Mobile,Bayern,49.62,geliefert,nein
ORD002272,UC01265,2023-12-11,2023-12,Affiliate,Desktop,Baden-Württemberg,286.32,retourniert,nein
ORD002273,UC01265,2023-04-11,2023-04,Organic,Tablet,Baden-Württemberg,377.7,geliefert,nein
ORD002274,UC01266,2024-07-26,2024-07,Organic,Mobile,Niedersachsen,656.29,retourniert,nein
ORD002275,UC01266,2023-01-07,2023-01,Social Media,Mobile,Niedersachsen,124.04,geliefert,nein
ORD002276,UC01267,2023-12-18,2023-12,Organic,Desktop,Hessen,403.18,geliefert,nein
ORD002277,UC01267,2023-01-22,2023-01,E-Mail,Desktop,Hessen,505.0,geliefert,nein
ORD002278,UC01268,2023-10-30,2023-10,SEA,Mobile,Bayern,518.47,retourniert,ja
ORD002279,UC01268,2023-09-06,2023-09,Affiliate,Mobile,Bayern,1607.87,geliefert,ja
ORD002280,UC01268,2024-03-04,2024-03,Affiliate,Desktop,Bayern,819.35,geliefert,ja
ORD002281,UC01268,2024-10-17,2024-10,SEA,Desktop,Bayern,373.97,retourniert,ja
ORD002282,UC01268,2023-04-25,2023-04,Social Media,Desktop,Bayern,124.22,geliefert,ja
ORD002283,UC01269,2023-04-16,2023-04,SEA,Mobile,Hamburg,202.68,geliefert,ja
ORD002284,UC01269,2023-10-23,2023-10,E-Mail,Mobile,Hamburg,604.28,geliefert,ja
ORD002285,UC01270,2024-04-12,2024-04,SEA,Mobile,NRW,110.14,geliefert,nein
ORD002286,UC01270,2023-03-08,2023-03,Social Media,Mobile,NRW,55.27,retourniert,nein
ORD002287,UC01270,2023-03-27,2023-03,SEA,Mobile,NRW,287.4,retourniert,nein
ORD002288,UC01270,2024-07-31,2024-07,Affiliate,Mobile,NRW,277.02,geliefert,nein
ORD002289,UC01271,2024-10-11,2024-10,SEA,Mobile,NRW,321.24,geliefert,nein
ORD002290,UC01272,2024-08-24,2024-08,E-Mail,Mobile,Brandenburg,691.17,geliefert,ja
ORD002291,UC01272,2024-05-08,2024-05,Social Media,Mobile,Brandenburg,144.64,geliefert,ja
ORD002292,UC01272,2023-08-03,2023-08,Affiliate,Mobile,Brandenburg,47.85,geliefert,ja
ORD002293,UC01273,2024-05-15,2024-05,E-Mail,Desktop,Hamburg,121.53,geliefert,nein
ORD002294,UC01273,2023-10-31,2023-10,Organic,Desktop,Hamburg,252.53,geliefert,nein
ORD002295,UC01273,2023-12-29,2023-12,Organic,Desktop,Hamburg,185.95,geliefert,nein
ORD002296,UC01274,2023-01-09,2023-01,SEA,Mobile,Baden-Württemberg,1113.27,retourniert,nein
ORD002297,UC01275,2023-05-26,2023-05,SEA,Mobile,Berlin,399.43,geliefert,nein
ORD002298,UC01276,2023-08-19,2023-08,SEA,Mobile,Bayern,636.1,geliefert,nein
ORD002299,UC01277,2023-11-29,2023-11,SEA,Desktop,Bayern,196.69,geliefert,nein
ORD002300,UC01277,2024-09-04,2024-09,Social Media,Desktop,Bayern,178.83,geliefert,nein
ORD002301,UC01278,2023-07-06,2023-07,Social Media,Mobile,NRW,106.38,geliefert,nein
ORD002302,UC01279,2024-07-31,2024-07,Direct,Tablet,Baden-Württemberg,127.0,geliefert,nein
ORD002303,UC01279,2024-09-24,2024-09,SEA,Desktop,Baden-Württemberg,80.01,geliefert,nein
ORD002304,UC01279,2023-02-23,2023-02,SEA,Desktop,Baden-Württemberg,45.36,geliefert,nein
ORD002305,UC01280,2023-04-16,2023-04,Social Media,Mobile,Hessen,194.9,geliefert,nein
ORD002306,UC01281,2024-12-21,2024-12,Social Media,Mobile,Baden-Württemberg,572.34,geliefert,nein
ORD002307,UC01281,2024-02-09,2024-02,Social Media,Mobile,Baden-Württemberg,57.24,geliefert,nein
ORD002308,UC01281,2024-10-28,2024-10,Social Media,Mobile,Baden-Württemberg,295.13,geliefert,nein
ORD002309,UC01281,2024-03-17,2024-03,SEA,Mobile,Baden-Württemberg,128.95,geliefert,nein
ORD002310,UC01282,2023-06-14,2023-06,E-Mail,Mobile,Berlin,182.78,geliefert,nein
ORD002311,UC01283,2023-08-20,2023-08,SEA,Desktop,Niedersachsen,86.98,geliefert,ja
ORD002312,UC01283,2023-07-17,2023-07,SEA,Desktop,Niedersachsen,102.07,geliefert,ja
ORD002313,UC01283,2023-11-09,2023-11,SEA,Desktop,Niedersachsen,415.74,geliefert,ja
ORD002314,UC01284,2024-02-15,2024-02,Social Media,Desktop,Berlin,38.49,geliefert,nein
ORD002315,UC01284,2024-06-06,2024-06,E-Mail,Desktop,Berlin,552.21,geliefert,nein
ORD002316,UC01285,2023-02-16,2023-02,SEA,Mobile,NRW,86.78,retourniert,nein
ORD002317,UC01286,2024-03-01,2024-03,Social Media,Mobile,Hessen,563.07,retourniert,ja
ORD002318,UC01287,2024-08-03,2024-08,SEA,Mobile,Bayern,112.42,geliefert,nein
ORD002319,UC01287,2023-01-26,2023-01,Organic,Tablet,Bayern,552.36,geliefert,nein
ORD002320,UC01288,2023-07-02,2023-07,Social Media,Desktop,Bayern,148.97,geliefert,nein
ORD002321,UC01288,2024-03-26,2024-03,Social Media,Desktop,Bayern,159.08,geliefert,nein
ORD002322,UC01288,2023-03-14,2023-03,SEA,Mobile,Bayern,123.82,geliefert,nein
ORD002323,UC01289,2024-05-04,2024-05,Direct,Desktop,Bayern,1176.09,retourniert,nein
ORD002324,UC01290,2024-12-25,2024-12,E-Mail,Mobile,Bayern,345.89,geliefert,nein
ORD002325,UC01290,2023-10-31,2023-10,Direct,Mobile,Bayern,43.61,geliefert,nein
ORD002326,UC01290,2023-12-12,2023-12,Affiliate,Mobile,Bayern,223.44,retourniert,nein
ORD002327,UC01291,2024-09-11,2024-09,Affiliate,Mobile,Bayern,41.77,geliefert,nein
ORD002328,UC01292,2023-04-28,2023-04,Organic,Mobile,NRW,84.21,geliefert,nein
ORD002329,UC01293,2023-01-01,2023-01,E-Mail,Mobile,NRW,348.61,geliefert,nein
ORD002330,UC01293,2023-05-20,2023-05,SEA,Desktop,NRW,158.74,geliefert,nein
ORD002331,UC01294,2023-10-14,2023-10,Social Media,Tablet,Berlin,99.49,geliefert,nein
ORD002332,UC01294,2023-11-27,2023-11,SEA,Mobile,Berlin,570.76,geliefert,nein
ORD002333,UC01295,2023-11-03,2023-11,E-Mail,Mobile,NRW,200.35,geliefert,nein
ORD002334,UC01296,2023-08-11,2023-08,SEA,Desktop,Sachsen,103.86,retourniert,nein
ORD002335,UC01296,2023-09-27,2023-09,Organic,Desktop,Sachsen,1420.54,geliefert,nein
ORD002336,UC01296,2023-02-03,2023-02,Organic,Desktop,Sachsen,215.1,geliefert,nein
ORD002337,UC01296,2023-05-05,2023-05,Social Media,Desktop,Sachsen,334.62,geliefert,nein
ORD002338,UC01298,2023-03-17,2023-03,Social Media,Tablet,NRW,174.13,retourniert,nein
ORD002339,UC01300,2023-02-27,2023-02,SEA,Mobile,Hessen,485.47,geliefert,nein
