customer_id,region,age_group,gender,preferred_device,registered_at,is_premium
UC02008,Baden-Württemberg,35-44,männlich,Desktop,2023-12-29,nein
UC02009,Baden-Württemberg,35-44,weiblich,Mobile,2023-02-26,nein
UC02010,Hamburg,45-54,weiblich,Mobile,2023-10-09,ja
UC02011,Niedersachsen,45-54,weiblich,Mobile,2023-10-18,nein
UC02012,Berlin,55-64,männlich,Mobile,2023-02-15,nein
UC02013,Berlin,65+,männlich,Mobile,2023-11-05,nein
UC02014,Hessen,25-34,weiblich,Desktop,2023-06-19,nein
UC02015,Hamburg,25-34,weiblich,Mobile,2023-06-04,nein
UC02016,Hamburg,25-34,weiblich,Mobile,2023-06-10,nein
UC02017,NRW,35-44,männlich,Desktop,2023-02-07,nein
UC02018,Bayern,25-34,weiblich,Mobile,2023-10-04,nein
UC02019,Baden-Württemberg,35-44,männlich,Mobile,2023-07-04,nein
UC02020,Bayern,25-34,weiblich,Mobile,2023-06-29,nein
UC02021,Baden-Württemberg,35-44,weiblich,Mobile,2023-06-06,ja
UC02022,Sachsen,65+,männlich,Mobile,2023-05-15,ja
UC02023,Hamburg,35-44,weiblich,Desktop,2023-06-25,nein
UC02024,Bayern,35-44,weiblich,Mobile,2023-06-17,nein
UC02025,Hessen,45-54,weiblich,Desktop,2023-04-02,nein
UC02026,Baden-Württemberg,25-34,männlich,Mobile,2023-06-03,nein
UC02027,Thüringen,35-44,weiblich,Mobile,2023-10-29,nein
UC02028,Thüringen,35-44,weiblich,Mobile,2023-12-16,nein
UC02029,NRW,25-34,weiblich,Desktop,2023-09-03,nein
UC02030,NRW,35-44,weiblich,Desktop,2023-07-12,nein
UC02031,NRW,55-64,weiblich,Desktop,2023-06-05,nein
UC02032,Baden-Württemberg,25-34,weiblich,Mobile,2023-12-19,ja
UC02033,Berlin,35-44,weiblich,Mobile,2023-01-12,nein
UC02034,Bayern,35-44,divers,Desktop,2023-10-12,nein
UC02035,Bayern,35-44,weiblich,Desktop,2023-09-23,ja
UC02036,NRW,45-54,männlich,Desktop,2023-08-03,nein
UC02037,NRW,55-64,weiblich,Desktop,2023-04-03,ja
UC02038,Niedersachsen,55-64,weiblich,Mobile,2023-12-14,ja
UC02039,Berlin,35-44,männlich,Mobile,2023-04-04,nein
UC02040,Thüringen,35-44,weiblich,Desktop,2023-05-09,nein
UC02041,Niedersachsen,25-34,männlich,Mobile,2023-10-18,ja
UC02042,Hamburg,55-64,divers,Desktop,2023-01-28,nein
UC02043,Brandenburg,55-64,weiblich,Desktop,2023-08-24,nein
UC02044,Baden-Württemberg,18-24,weiblich,Desktop,2023-04-24,nein
UC02045,Hessen,45-54,weiblich,Mobile,2023-12-27,nein
UC02046,Berlin,35-44,weiblich,Mobile,2023-04-12,nein
UC02047,Berlin,45-54,männlich,Mobile,2023-09-12,nein
UC02048,Niedersachsen,45-54,weiblich,Mobile,2023-09-07,nein
UC02049,Baden-Württemberg,45-54,männlich,Desktop,2023-05-13,nein
UC02050,Baden-Württemberg,45-54,männlich,Mobile,2023-08-19,ja
UC02051,Bayern,35-44,weiblich,Desktop,2023-08-07,nein
UC02052,NRW,65+,weiblich,Desktop,2023-07-04,nein
UC02053,Hamburg,25-34,männlich,Mobile,2023-08-24,nein
UC02054,NRW,35-44,weiblich,Mobile,2023-04-28,ja
UC02055,Bayern,25-34,weiblich,Desktop,2023-07-20,nein
UC02056,Berlin,25-34,weiblich,Mobile,2023-11-28,nein
UC02057,Baden-Württemberg,25-34,männlich,Desktop,2023-12-05,nein
UC02058,Bayern,55-64,weiblich,Tablet,2023-05-13,nein
UC02059,NRW,25-34,männlich,Desktop,2023-02-16,nein
UC02060,NRW,35-44,männlich,Desktop,2023-11-23,nein
UC02061,Hessen,45-54,männlich,Desktop,2023-05-22,nein
UC02062,NRW,18-24,weiblich,Mobile,2023-08-03,nein
UC02063,Sachsen,35-44,weiblich,Desktop,2023-06-23,nein
UC02064,NRW,25-34,männlich,Desktop,2023-09-10,nein
UC02065,NRW,45-54,weiblich,Tablet,2023-04-14,nein
UC02066,Bayern,25-34,männlich,Mobile,2023-12-17,ja
UC02067,NRW,25-34,weiblich,Desktop,2023-07-05,nein
UC02068,Baden-Württemberg,45-54,weiblich,Desktop,2023-03-18,nein
UC02069,Baden-Württemberg,35-44,weiblich,Desktop,2023-08-21,nein
UC02070,Berlin,35-44,männlich,Mobile,2023-12-11,nein
UC02071,Berlin,35-44,männlich,Desktop,2023-01-01,nein
UC02072,Baden-Württemberg,25-34,männlich,Mobile,2023-07-07,nein
UC02073,Brandenburg,25-34,männlich,Mobile,2023-04-17,nein
UC02074,Baden-Württemberg,35-44,weiblich,Desktop,2023-03-12,nein
UC02075,NRW,65+,weiblich,Mobile,2023-01-26,nein
UC02076,Hamburg,18-24,männlich,Mobile,2023-09-24,nein
UC02077,NRW,45-54,männlich,Mobile,2023-07-14,nein
UC02078,Hessen,35-44,männlich,Tablet,2023-03-23,nein
UC02079,Bayern,25-34,männlich,Desktop,2023-11-28,ja
UC02080,Berlin,25-34,weiblich,Mobile,2023-08-20,nein
UC02081,Hessen,25-34,männlich,Mobile,2023-11-29,nein
UC02082,NRW,25-34,männlich,Desktop,2023-05-03,nein
UC02083,Baden-Württemberg,25-34,weiblich,Desktop,2023-06-06,ja
UC02084,Baden-Württemberg,45-54,weiblich,Mobile,2023-04-17,ja
UC02085,Hamburg,25-34,männlich,Mobile,2023-05-26,ja
UC02086,Baden-Württemberg,25-34,männlich,Desktop,2023-11-06,nein
UC02087,Baden-Württemberg,55-64,weiblich,Mobile,2023-05-07,nein
UC02088,Brandenburg,35-44,männlich,Tablet,2023-10-31,nein
UC02089,Hamburg,55-64,weiblich,Mobile,2023-08-24,nein
UC02090,Bayern,18-24,weiblich,Mobile,2023-06-20,nein
UC02091,Bayern,25-34,männlich,Mobile,2023-10-29,nein
UC02092,Hessen,55-64,männlich,Mobile,2023-08-07,ja
UC02093,NRW,35-44,männlich,Mobile,2023-07-26,nein
UC02094,Hamburg,25-34,männlich,Desktop,2023-09-29,nein
UC02095,NRW,55-64,männlich,Mobile,2023-12-10,nein
UC02096,NRW,25-34,weiblich,Mobile,2023-10-01,nein
UC02097,Berlin,55-64,weiblich,Desktop,2023-06-15,nein
UC02098,Baden-Württemberg,18-24,weiblich,Tablet,2023-07-18,nein
UC02099,Berlin,65+,männlich,Desktop,2023-05-08,nein
UC02100,Baden-Württemberg,35-44,männlich,Desktop,2023-08-08,ja
UC02101,Berlin,18-24,weiblich,Mobile,2023-11-27,ja
UC02102,Niedersachsen,35-44,divers,Desktop,2023-10-25,nein
UC02103,Hessen,35-44,männlich,Tablet,2023-03-01,nein
UC02104,Bayern,45-54,weiblich,Mobile,2023-09-26,nein
UC02105,Brandenburg,55-64,weiblich,Mobile,2023-08-31,nein
UC02106,Bayern,25-34,weiblich,Mobile,2023-03-28,nein
UC02107,Hessen,35-44,männlich,Mobile,2023-11-16,nein
UC02108,NRW,55-64,männlich,Mobile,2023-10-28,ja
UC02109,NRW,18-24,weiblich,Tablet,2023-01-16,nein
UC02110,Baden-Württemberg,65+,weiblich,Mobile,2023-03-31,nein
UC02111,NRW,25-34,divers,Mobile,2023-12-24,nein
UC02112,NRW,25-34,männlich,Mobile,2023-11-20,nein
UC02113,Bayern,55-64,männlich,Mobile,2023-01-20,nein
UC02114,NRW,25-34,weiblich,Desktop,2023-02-06,nein
UC02115,Baden-Württemberg,35-44,weiblich,Mobile,2023-03-23,ja
UC02116,Baden-Württemberg,35-44,männlich,Mobile,2023-03-16,nein
UC02117,Bayern,35-44,weiblich,Mobile,2023-06-27,ja
UC02118,NRW,35-44,männlich,Mobile,2023-05-20,nein
UC02119,Hessen,35-44,männlich,Mobile,2023-09-30,ja
UC02120,Berlin,25-34,weiblich,Tablet,2023-04-17,nein
UC02121,Niedersachsen,18-24,männlich,Mobile,2023-01-04,ja
UC02122,Bayern,45-54,männlich,Mobile,2023-11-08,nein
UC02123,Hamburg,25-34,männlich,Desktop,2023-06-12,ja
UC02124,Niedersachsen,65+,männlich,Desktop,2023-03-12,nein
UC02125,Niedersachsen,45-54,weiblich,Mobile,2023-06-06,nein
UC02126,Niedersachsen,25-34,weiblich,Desktop,2023-05-09,ja
UC02127,Baden-Württemberg,45-54,weiblich,Mobile,2023-07-29,nein
UC02128,Berlin,35-44,weiblich,Mobile,2023-12-15,nein
UC02129,Baden-Württemberg,18-24,männlich,Mobile,2023-06-11,nein
UC02130,Baden-Württemberg,25-34,männlich,Desktop,2023-05-01,nein
UC02131,Niedersachsen,25-34,weiblich,Mobile,2023-08-27,nein
UC02132,Bayern,35-44,männlich,Mobile,2023-02-18,nein
UC02133,Bayern,65+,weiblich,Mobile,2023-02-06,nein
UC02134,NRW,35-44,weiblich,Mobile,2023-10-11,nein
UC02135,NRW,65+,männlich,Mobile,2023-08-13,nein
UC02136,NRW,55-64,weiblich,Mobile,2023-02-26,nein
UC02137,Niedersachsen,18-24,männlich,Mobile,2023-01-19,nein
UC02138,Thüringen,18-24,männlich,Desktop,2023-04-03,ja
UC02139,NRW,35-44,weiblich,Mobile,2023-09-02,nein
UC02140,Thüringen,35-44,divers,Mobile,2023-04-13,nein
UC02141,Bayern,25-34,männlich,Tablet,2023-05-11,nein
UC02142,NRW,25-34,männlich,Desktop,2023-06-27,nein
UC02143,Berlin,25-34,weiblich,Mobile,2023-05-22,nein
UC02144,Bayern,35-44,weiblich,Tablet,2023-11-19,ja
UC02145,Berlin,25-34,männlich,Mobile,2023-06-19,nein
UC02146,Niedersachsen,65+,divers,Mobile,2023-11-15,nein
UC02147,Thüringen,25-34,männlich,Mobile,2023-01-07,nein
UC02148,Hamburg,35-44,männlich,Mobile,2023-07-26,nein
UC02149,Hessen,25-34,weiblich,Tablet,2023-07-26,ja
UC02150,Bayern,45-54,männlich,Desktop,2023-03-29,nein
UC02151,Hessen,25-34,männlich,Desktop,2023-11-30,nein
UC02152,Bayern,65+,weiblich,Mobile,2023-07-22,nein
UC02153,Niedersachsen,35-44,weiblich,Tablet,2023-01-01,ja
UC02154,Hamburg,45-54,weiblich,Desktop,2023-08-19,nein
UC02155,Bayern,35-44,weiblich,Desktop,2023-10-24,nein
UC02156,Thüringen,65+,weiblich,Mobile,2023-06-12,nein
UC02157,NRW,55-64,weiblich,Tablet,2023-04-18,ja
UC02158,Baden-Württemberg,45-54,männlich,Desktop,2023-03-21,nein
UC02159,Hamburg,45-54,weiblich,Mobile,2023-05-01,nein
UC02160,Hessen,35-44,weiblich,Mobile,2023-11-16,ja
UC02161,Hamburg,35-44,weiblich,Tablet,2023-12-20,nein
UC02162,Sachsen,65+,weiblich,Desktop,2023-04-10,ja
UC02163,Baden-Württemberg,35-44,männlich,Desktop,2023-11-05,nein
UC02164,NRW,35-44,weiblich,Desktop,2023-08-21,nein
UC02165,NRW,55-64,weiblich,Desktop,2023-06-17,nein
UC02166,Berlin,55-64,weiblich,Desktop,2023-04-18,nein
UC02167,Berlin,25-34,männlich,Mobile,2023-05-19,ja
UC02168,Bayern,45-54,weiblich,Mobile,2023-08-18,nein
UC02169,NRW,65+,männlich,Mobile,2023-08-24,nein
UC02170,NRW,35-44,männlich,Mobile,2023-08-22,ja
UC02171,Hessen,45-54,weiblich,Mobile,2023-10-24,nein
UC02172,Berlin,45-54,männlich,Desktop,2023-10-06,nein
UC02173,NRW,45-54,männlich,Mobile,2023-07-23,ja
UC02174,NRW,45-54,männlich,Mobile,2023-12-19,ja
UC02175,Berlin,18-24,männlich,Mobile,2023-12-24,nein
UC02176,Bayern,35-44,männlich,Mobile,2023-09-23,nein
UC02177,Thüringen,25-34,weiblich,Mobile,2023-06-27,nein
UC02178,Berlin,45-54,weiblich,Mobile,2023-12-02,nein
UC02179,NRW,35-44,weiblich,Desktop,2023-11-25,nein
UC02180,Bayern,25-34,weiblich,Desktop,2023-03-30,nein
UC02181,NRW,55-64,weiblich,Mobile,2023-08-30,nein
UC02182,NRW,25-34,weiblich,Desktop,2023-05-17,nein
UC02183,Baden-Württemberg,25-34,weiblich,Mobile,2023-01-07,ja
UC02184,Berlin,55-64,männlich,Mobile,2023-10-21,nein
UC02185,Bayern,35-44,weiblich,Mobile,2023-10-04,nein
UC02186,Sachsen,35-44,weiblich,Desktop,2023-07-26,nein
UC02187,Bayern,25-34,männlich,Desktop,2023-12-07,nein
UC02188,NRW,35-44,weiblich,Tablet,2023-06-21,nein
UC02189,NRW,25-34,divers,Mobile,2023-03-29,nein
UC02190,Thüringen,25-34,weiblich,Desktop,2023-03-25,ja
UC02191,NRW,65+,männlich,Mobile,2023-06-20,nein
UC02192,Berlin,35-44,weiblich,Desktop,2023-08-14,nein
UC02193,Berlin,55-64,weiblich,Mobile,2023-11-06,nein
UC02194,Hessen,25-34,weiblich,Desktop,2023-12-30,nein
UC02195,Baden-Württemberg,18-24,männlich,Mobile,2023-11-18,nein
UC02196,NRW,35-44,weiblich,Tablet,2023-11-01,nein
UC02197,Hamburg,35-44,weiblich,Desktop,2023-03-30,nein
UC02198,Hamburg,45-54,männlich,Tablet,2023-06-30,nein
UC02199,Hessen,35-44,weiblich,Desktop,2023-01-26,nein
UC02200,Bayern,35-44,männlich,Mobile,2023-05-15,nein
UC02201,Hamburg,18-24,weiblich,Tablet,2023-04-18,nein
UC02202,Brandenburg,45-54,männlich,Mobile,2023-10-01,nein
UC02203,Bayern,25-34,männlich,Mobile,2023-09-28,nein
UC02204,NRW,35-44,männlich,Tablet,2023-02-26,nein
UC02205,Thüringen,35-44,männlich,Tablet,2023-01-21,nein
UC02206,NRW,18-24,divers,Desktop,2023-07-25,nein
UC02207,Bayern,25-34,divers,Desktop,2023-03-11,nein
UC02208,Bayern,55-64,männlich,Mobile,2023-02-06,nein
UC02209,Berlin,65+,weiblich,Mobile,2023-09-28,nein
UC02210,Sachsen,25-34,weiblich,Mobile,2023-06-17,nein
UC02211,Baden-Württemberg,25-34,weiblich,Mobile,2023-09-09,nein
UC02212,NRW,45-54,weiblich,Mobile,2023-08-24,ja
UC02213,Berlin,45-54,weiblich,Mobile,2023-07-25,ja
UC02214,NRW,25-34,männlich,Mobile,2023-05-26,nein
UC02215,Brandenburg,25-34,männlich,Mobile,2023-03-26,nein
UC02216,Bayern,45-54,weiblich,Mobile,2023-03-10,nein
UC02217,Hamburg,55-64,weiblich,Mobile,2023-11-15,nein
UC02218,Berlin,55-64,männlich,Desktop,2023-02-16,nein
UC02219,NRW,25-34,weiblich,Mobile,2023-07-21,ja
UC02220,Bayern,25-34,weiblich,Desktop,2023-05-12,nein
UC02221,Niedersachsen,35-44,weiblich,Mobile,2023-02-15,nein
UC02222,Bayern,25-34,weiblich,Tablet,2023-07-10,nein
UC02223,Baden-Württemberg,25-34,männlich,Tablet,2023-11-11,nein
UC02224,Berlin,45-54,männlich,Desktop,2023-02-05,nein
UC02225,NRW,35-44,männlich,Mobile,2023-06-03,nein
UC02226,Berlin,25-34,weiblich,Desktop,2023-04-24,nein
UC02227,Baden-Württemberg,35-44,weiblich,Mobile,2023-02-10,nein
UC02228,Baden-Württemberg,25-34,weiblich,Desktop,2023-04-22,nein
UC02229,Hamburg,35-44,weiblich,Tablet,2023-04-30,nein
UC02230,Hamburg,35-44,weiblich,Mobile,2023-01-19,nein
UC02231,Bayern,25-34,weiblich,Tablet,2023-01-21,nein
UC02232,Hamburg,35-44,weiblich,Desktop,2023-07-17,nein
UC02233,Hamburg,55-64,weiblich,Tablet,2023-12-13,nein
UC02234,NRW,45-54,weiblich,Mobile,2023-08-27,ja
UC02235,Niedersachsen,25-34,männlich,Tablet,2023-01-02,nein
UC02236,Berlin,55-64,weiblich,Mobile,2023-06-01,nein
UC02237,NRW,55-64,weiblich,Mobile,2023-04-06,nein
UC02238,NRW,55-64,männlich,Desktop,2023-12-17,nein
UC02239,NRW,55-64,männlich,Mobile,2023-09-26,ja
UC02240,Hessen,25-34,männlich,Mobile,2023-10-30,nein
UC02241,Berlin,35-44,weiblich,Desktop,2023-06-24,ja
UC02242,Hamburg,18-24,weiblich,Mobile,2023-11-04,nein
UC02243,NRW,25-34,männlich,Mobile,2023-09-22,nein
UC02244,Hamburg,25-34,weiblich,Desktop,2023-04-12,ja
UC02245,Bayern,55-64,männlich,Tablet,2023-08-04,nein
UC02246,NRW,35-44,weiblich,Mobile,2023-02-13,nein
UC02247,Hessen,25-34,männlich,Desktop,2023-04-04,nein
UC02248,NRW,45-54,weiblich,Desktop,2023-09-15,nein
UC02249,Hessen,25-34,weiblich,Mobile,2023-08-09,ja
UC02250,Bayern,55-64,weiblich,Mobile,2023-06-29,nein
UC02251,Berlin,25-34,weiblich,Mobile,2023-01-25,nein
UC02252,Berlin,25-34,männlich,Mobile,2023-06-21,ja
UC02253,NRW,35-44,männlich,Mobile,2023-05-04,ja
UC02254,Hamburg,35-44,weiblich,Desktop,2023-03-07,nein
UC02255,NRW,18-24,männlich,Desktop,2023-01-03,nein
UC02256,Berlin,45-54,männlich,Mobile,2023-03-29,nein
UC02257,Bayern,35-44,weiblich,Desktop,2023-07-05,nein
UC02258,Berlin,25-34,männlich,Mobile,2023-10-18,nein
UC02259,Baden-Württemberg,25-34,divers,Desktop,2023-07-06,nein
UC02260,Bayern,35-44,weiblich,Mobile,2023-09-05,nein
UC02261,Brandenburg,25-34,weiblich,Mobile,2023-10-15,ja
UC02262,Hessen,25-34,weiblich,Desktop,2023-07-30,nein
UC02263,Thüringen,25-34,männlich,Mobile,2023-06-07,nein
UC02264,Baden-Württemberg,45-54,weiblich,Mobile,2023-05-22,nein
UC02265,Berlin,25-34,weiblich,Mobile,2023-10-04,nein
UC02266,NRW,55-64,männlich,Desktop,2023-12-16,nein
UC02267,Sachsen,45-54,weiblich,Mobile,2023-06-02,ja
UC02268,Bayern,45-54,weiblich,Desktop,2023-10-28,nein
UC02269,Baden-Württemberg,25-34,weiblich,Desktop,2023-09-14,nein
UC02270,Baden-Württemberg,25-34,weiblich,Desktop,2023-05-30,nein
UC02271,Bayern,65+,männlich,Desktop,2023-09-07,nein
UC02272,Hessen,25-34,weiblich,Mobile,2023-12-04,nein
UC02273,Hessen,35-44,männlich,Desktop,2023-07-26,nein
UC02274,Sachsen,45-54,männlich,Mobile,2023-01-04,nein
UC02275,Sachsen,25-34,weiblich,Tablet,2023-05-19,nein
UC02276,Bayern,25-34,männlich,Mobile,2023-12-20,nein
UC02277,Niedersachsen,35-44,weiblich,Mobile,2023-04-28,ja
UC02278,Berlin,55-64,weiblich,Mobile,2023-07-26,nein
UC02279,Baden-Württemberg,35-44,männlich,Desktop,2023-04-20,nein
UC02280,Niedersachsen,65+,männlich,Mobile,2023-06-22,ja
UC02281,Bayern,55-64,weiblich,Mobile,2023-10-25,ja
UC02282,Hamburg,45-54,männlich,Desktop,2023-03-12,nein
UC02283,Bayern,35-44,männlich,Mobile,2023-05-12,nein
UC02284,Sachsen,18-24,weiblich,Mobile,2023-06-02,nein
UC02285,Bayern,55-64,männlich,Mobile,2023-09-04,nein
UC02286,Hamburg,65+,weiblich,Desktop,2023-11-07,nein
UC02287,Berlin,35-44,divers,Mobile,2023-04-09,nein
UC02288,NRW,35-44,männlich,Mobile,2023-12-18,ja
UC02289,Berlin,45-54,weiblich,Tablet,2023-05-12,ja
UC02290,Hamburg,45-54,weiblich,Mobile,2023-08-03,ja
UC02291,Sachsen,55-64,weiblich,Mobile,2023-04-28,nein
UC02292,Niedersachsen,25-34,weiblich,Desktop,2023-09-28,nein
UC02293,NRW,35-44,divers,Mobile,2023-10-02,nein
UC02294,Brandenburg,45-54,männlich,Mobile,2023-04-14,ja
UC02295,Baden-Württemberg,45-54,männlich,Tablet,2023-12-01,nein
UC02296,Bayern,45-54,männlich,Mobile,2023-01-29,ja
UC02297,Bayern,35-44,weiblich,Mobile,2023-01-30,ja
UC02298,Bayern,45-54,männlich,Desktop,2023-03-02,nein
UC02299,Brandenburg,65+,männlich,Mobile,2023-09-16,ja
UC02300,Bayern,45-54,weiblich,Desktop,2023-02-01,nein
UC02301,Hamburg,18-24,weiblich,Desktop,2023-03-23,ja
UC02302,Bayern,25-34,weiblich,Mobile,2023-03-18,nein
UC02303,Baden-Württemberg,45-54,weiblich,Desktop,2023-08-18,nein
UC02304,Bayern,25-34,weiblich,Mobile,2023-03-18,nein
UC02305,Sachsen,35-44,weiblich,Mobile,2023-10-23,ja
UC02306,NRW,25-34,divers,Mobile,2023-09-04,nein
UC02307,NRW,35-44,männlich,Mobile,2023-04-08,nein
UC02308,Hamburg,35-44,männlich,Tablet,2023-04-08,nein
UC02309,Bayern,18-24,weiblich,Desktop,2023-01-24,nein
UC02310,Hessen,18-24,männlich,Desktop,2023-01-05,nein
UC02311,Hamburg,25-34,männlich,Tablet,2023-09-29,nein
UC02312,Hamburg,18-24,weiblich,Desktop,2023-06-25,nein
UC02313,Hessen,25-34,weiblich,Mobile,2023-08-01,nein
UC02314,NRW,35-44,weiblich,Mobile,2023-06-30,nein
UC02315,NRW,45-54,männlich,Mobile,2023-12-04,nein
UC02316,Baden-Württemberg,25-34,männlich,Mobile,2023-01-10,nein
UC02317,Hessen,25-34,männlich,Mobile,2023-05-23,ja
UC02318,Hessen,45-54,weiblich,Desktop,2023-03-13,nein
UC02319,Bayern,35-44,weiblich,Mobile,2023-07-13,nein
UC02320,NRW,65+,männlich,Mobile,2023-07-08,nein
UC02321,Baden-Württemberg,35-44,männlich,Mobile,2023-09-16,ja
UC02322,Brandenburg,18-24,weiblich,Mobile,2023-04-23,ja
UC02323,Baden-Württemberg,35-44,weiblich,Mobile,2023-04-30,nein
UC02324,NRW,25-34,männlich,Desktop,2023-08-21,ja
UC02325,NRW,45-54,männlich,Desktop,2023-05-24,nein
UC02326,Baden-Württemberg,18-24,weiblich,Mobile,2023-05-07,nein
UC02327,Niedersachsen,55-64,männlich,Desktop,2023-07-04,nein
UC02328,Berlin,35-44,weiblich,Mobile,2023-02-19,nein
UC02329,Hessen,35-44,männlich,Desktop,2023-08-25,nein
UC02330,Hessen,35-44,weiblich,Mobile,2023-07-18,nein
UC02331,NRW,25-34,weiblich,Mobile,2023-06-29,nein
UC02332,Niedersachsen,65+,weiblich,Mobile,2023-10-29,nein
UC02333,Hessen,45-54,weiblich,Desktop,2023-07-03,nein
UC02334,Berlin,25-34,männlich,Mobile,2023-02-26,nein
UC02335,Brandenburg,35-44,weiblich,Desktop,2023-03-19,nein
UC02336,Berlin,65+,männlich,Mobile,2023-10-12,ja
UC02337,Sachsen,35-44,weiblich,Mobile,2023-05-27,nein
UC02338,Hessen,18-24,weiblich,Mobile,2023-01-10,ja
UC02339,Berlin,35-44,weiblich,Desktop,2023-02-27,nein
UC02340,NRW,25-34,weiblich,Mobile,2023-12-30,nein
UC02341,NRW,45-54,weiblich,Mobile,2023-02-19,nein
UC02342,Bayern,18-24,weiblich,Mobile,2023-02-25,nein
UC02343,Hamburg,35-44,männlich,Desktop,2023-06-03,ja
UC02344,Berlin,45-54,männlich,Mobile,2023-10-21,nein
UC02345,Sachsen,18-24,männlich,Mobile,2023-01-25,nein
UC02346,Bayern,18-24,weiblich,Desktop,2023-02-05,nein
UC02347,Thüringen,25-34,weiblich,Desktop,2023-07-11,nein
UC02348,Bayern,35-44,männlich,Desktop,2023-08-01,nein
UC02349,Hessen,35-44,weiblich,Tablet,2023-04-12,nein
UC02350,Bayern,45-54,weiblich,Desktop,2023-09-28,nein
UC02351,Bayern,25-34,weiblich,Mobile,2023-12-05,ja
UC02352,NRW,25-34,männlich,Mobile,2023-07-18,nein
UC02353,Baden-Württemberg,45-54,männlich,Mobile,2023-01-16,nein
UC02354,Bayern,25-34,weiblich,Mobile,2023-02-01,nein
UC02355,NRW,55-64,weiblich,Mobile,2023-07-28,ja
UC02356,Berlin,35-44,weiblich,Mobile,2023-05-31,ja
UC02357,NRW,35-44,weiblich,Mobile,2023-04-12,nein
UC02358,Berlin,35-44,weiblich,Tablet,2023-09-18,nein
UC02359,Baden-Württemberg,25-34,weiblich,Desktop,2023-10-16,nein
UC02360,NRW,45-54,männlich,Mobile,2023-09-25,nein
UC02361,Sachsen,45-54,weiblich,Mobile,2023-09-01,nein
UC02362,Niedersachsen,55-64,weiblich,Mobile,2023-01-05,nein
UC02363,NRW,25-34,weiblich,Desktop,2023-10-07,nein
UC02364,Thüringen,35-44,weiblich,Mobile,2023-08-06,nein
UC02365,Hessen,45-54,männlich,Mobile,2023-02-11,nein
UC02366,Sachsen,35-44,männlich,Tablet,2023-12-28,ja
UC02367,Baden-Württemberg,45-54,männlich,Mobile,2023-05-23,nein
UC02368,NRW,35-44,männlich,Mobile,2023-06-12,nein
UC02369,NRW,18-24,weiblich,Mobile,2023-06-27,nein
UC02370,Sachsen,45-54,weiblich,Tablet,2023-10-17,nein
UC02371,Hessen,55-64,männlich,Mobile,2023-02-13,ja
UC02372,NRW,55-64,männlich,Mobile,2023-04-15,ja
UC02373,Berlin,18-24,männlich,Mobile,2023-06-04,nein
UC02374,Bayern,35-44,männlich,Mobile,2023-01-06,nein
UC02375,Bayern,18-24,männlich,Mobile,2023-04-20,nein
UC02376,NRW,25-34,männlich,Tablet,2023-03-15,nein
UC02377,Baden-Württemberg,18-24,männlich,Desktop,2023-11-21,nein
UC02378,Berlin,45-54,männlich,Desktop,2023-10-16,ja
UC02379,NRW,35-44,weiblich,Mobile,2023-03-05,nein
UC02380,Niedersachsen,45-54,männlich,Mobile,2023-09-06,nein
UC02381,Bayern,35-44,weiblich,Mobile,2023-04-24,ja
UC02382,Hamburg,55-64,männlich,Mobile,2023-06-17,ja
UC02383,NRW,25-34,männlich,Desktop,2023-06-25,nein
UC02384,Sachsen,25-34,weiblich,Mobile,2023-11-30,nein
UC02385,Bayern,25-34,männlich,Desktop,2023-11-27,nein
UC02386,Bayern,45-54,weiblich,Desktop,2023-02-01,nein
UC02387,Sachsen,65+,männlich,Mobile,2023-08-12,ja
UC02388,Niedersachsen,45-54,weiblich,Mobile,2023-10-03,nein
UC02389,Baden-Württemberg,25-34,männlich,Mobile,2023-12-30,nein
UC02390,Berlin,25-34,männlich,Desktop,2023-09-25,nein
UC02391,Bayern,45-54,weiblich,Desktop,2023-12-14,nein
UC02392,Hamburg,55-64,männlich,Desktop,2023-07-12,ja
UC02393,Bayern,65+,weiblich,Mobile,2023-11-17,nein
UC02394,Berlin,65+,weiblich,Mobile,2023-04-25,ja
UC02395,NRW,45-54,weiblich,Mobile,2023-02-16,nein
UC02396,NRW,35-44,männlich,Mobile,2023-05-31,nein
UC02397,NRW,35-44,männlich,Desktop,2023-08-19,ja
UC02398,Baden-Württemberg,18-24,weiblich,Mobile,2023-09-30,nein
UC02399,Hessen,45-54,männlich,Mobile,2023-08-17,nein
UC02400,NRW,65+,weiblich,Mobile,2023-01-16,nein
UC02401,Hessen,18-24,weiblich,Mobile,2023-04-06,nein
UC02402,Hamburg,55-64,weiblich,Desktop,2023-04-04,nein
UC02403,Baden-Württemberg,25-34,männlich,Desktop,2023-06-25,nein
UC02404,Baden-Württemberg,18-24,weiblich,Desktop,2023-10-31,ja
UC02405,Baden-Württemberg,18-24,weiblich,Mobile,2023-08-08,nein
UC02406,Niedersachsen,45-54,weiblich,Desktop,2023-09-29,nein
UC02407,Bayern,35-44,männlich,Mobile,2023-08-22,nein
UC02408,Bayern,25-34,männlich,Mobile,2023-07-08,nein
UC02409,NRW,45-54,männlich,Mobile,2023-05-27,ja
UC02410,NRW,25-34,männlich,Desktop,2023-03-30,nein
UC02411,Hessen,65+,weiblich,Mobile,2023-02-21,nein
UC02412,Brandenburg,35-44,weiblich,Mobile,2023-09-29,nein
UC02413,Hamburg,55-64,weiblich,Mobile,2023-06-12,nein
UC02414,NRW,35-44,weiblich,Mobile,2023-04-13,nein
